NPI,Entity Type Code,Provider Organization Name (Legal Business Name),Provider First Line Business Practice Location Address,Provider Business Practice Location Address City Name,Provider Business Practice Location Address State Name,Provider Business Practice Location Address Postal Code,Provider Business Practice Location Address Telephone Number,NPI Deactivation Reason Code,NPI Deactivation Date,NPI Reactivation Date,Healthcare Provider Taxonomy Code_1,Healthcare Provider Primary Taxonomy Switch_1,Healthcare Provider Taxonomy Code_2,Healthcare Provider Primary Taxonomy Switch_2,Healthcare Provider Taxonomy Code_3,Healthcare Provider Primary Taxonomy Switch_3,Healthcare Provider Taxonomy Code_4,Healthcare Provider Primary Taxonomy Switch_4,Healthcare Provider Taxonomy Code_5,Healthcare Provider Primary Taxonomy Switch_5,Healthcare Provider Taxonomy Code_6,Healthcare Provider Primary Taxonomy Switch_6,Healthcare Provider Taxonomy Code_7,Healthcare Provider Primary Taxonomy Switch_7,Healthcare Provider Taxonomy Code_8,Healthcare Provider Primary Taxonomy Switch_8,Healthcare Provider Taxonomy Code_9,Healthcare Provider Primary Taxonomy Switch_9,Healthcare Provider Taxonomy Code_10,Healthcare Provider Primary Taxonomy Switch_10,Healthcare Provider Taxonomy Code_11,Healthcare Provider Primary Taxonomy Switch_11,Healthcare Provider Taxonomy Code_12,Healthcare Provider Primary Taxonomy Switch_12,Healthcare Provider Taxonomy Code_13,Healthcare Provider Primary Taxonomy Switch_13,Healthcare Provider Taxonomy Code_14,Healthcare Provider Primary Taxonomy Switch_14,Healthcare Provider Taxonomy Code_15,Healthcare Provider Primary Taxonomy Switch_15
1548920325,2,JAMES J LYNCH MD LTD,973 MICA DR STE 201,CARSON CITY,NV,897057258,7753488800,,,,332BC3200X,N,335E00000X,N,332B00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,
1326708108,2,JAMES J LYNCH MD LTD,10539 PROFESSIONAL CIR STE 201,RENO,NV,895213858,7753488800,,,,332BC3200X,N,335E00000X,N,332B00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,
1174283956,2,JAMES J LYNCH MD LTD,2874 N CARSON ST STE 105,CARSON CITY,NV,897061685,7753488800,,,,332BC3200X,N,335E00000X,N,332B00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,
1194485862,2,JAMES J LYNCH MD LTD,9990 DOUBLE R BLVD STE 201,RENO,NV,895214833,7753488800,,,,332BC3200X,N,335E00000X,N,332B00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,
1518627397,2,JAMES J LYNCH MD LTD,1520 VIRGINIA RANCH RD STE 101B,GARDNERVILLE,NV,894105731,7753488800,,,,332BC3200X,N,335E00000X,N,332B00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,
1568122331,2,JAMES J LYNCH MD LTD,780 VISTA BLVD STE 100,SPARKS,NV,894346677,7753488800,,,,332BC3200X,N,335E00000X,N,332B00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,
1659009629,2,JAMES J LYNCH M D LTD,1470 MEDICAL PKWY STE 220,CARSON CITY,NV,897034647,7753488800,,,,332BC3200X,N,335E00000X,N,332B00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,
1770243446,2,JAMES J LYNCH MD LTD,9990 DOUBLE R BLVD STE 200,RENO,NV,895214833,7753488800,,,,332BC3200X,N,335E00000X,N,332B00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,
1558074930,2,HURD INDUSTRIES LLC,5067 MADRE MESA DR APT 2015,LAS VEGAS,NV,891083592,9032805025,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1407562010,2,PLUS ME BRANDS LLC,1825 MONTE ALBAN DR,NORTH LAS VEGAS,NV,890315516,8882374656,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1902005986,2,ASELAGE ORTHOTIC SERVICES,1001 LOUISIANA AVE STE 304,CORPUS CHRISTI,TX,784042861,3618542355,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710070891,2,"NIC DME, INC",3120 CENTER POINT DR,EDINBURG,TX,785394804,9569949424,,,,332BP3500X,N,332BX2000X,N,335E00000X,N,332B00000X,Y,,,,,,,,,,,,,,,,,,,,,,
1366517542,2,SPORTS THERAPY AND REHABILITATION SERVICES,1555 MERRIMAC CIRCLE,FORT WORTH,TX,76107,8178704949,,,,222Z00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225159551,2,"PARIS O & P, INC.",2619 NE LOOP 286 STE A,PARIS,TX,754603452,9037858922,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1699967067,2,"HEDGECOCK ARTIFICIAL LIMB CO., INC",1917 S BECKHAM AVE,TYLER,TX,757014453,9035312228,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1659566735,2,"MILLARS ORTHOTIC & PROSTHETIC, INC",905 HOLLIDAY ST,WICHITA FALLS,TX,763014312,9403224647,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790970903,2,HALLETTSVILLE PHARMACY LLC,304 N TEXANA ST,HALLETTSVILLE,TX,779642322,3617985010,,,,332B00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1679583983,2,"TALMAGE ENTERPRISES, INC.",2616 N LOY LAKE RD,SHERMAN,TX,750902535,9038683100,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740473826,2,RAM HEALTHCARE DME,7400 LOUIS PASTEUR DRIVE,SAN ANTONIO,TX,782294514,2102310435,,,,335E00000X,N,332B00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1740358191,2,"SECOND SILHOUETTE, INC",17000 EL CAMINO REAL,HOUSTON,TX,770582636,2812861943,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023184884,2,"SECOND SILHOUETTE, INC",13144 MEMORIAL DR,HOUSTON,TX,770797200,7139359390,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992867469,2,PRESCOTT LIMB & BRACES INC,9547 HUEBNER RD,SAN ANTONIO,TX,782401510,2106990079,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629130182,2,PRESCOTT LIMB & BRACES INC,810 N LLANO ST,FREDERICKSBURG,TX,786243922,8309908925,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952463424,2,PRESCOTT LIMB & BRACES INC,3906 N LAMAR BLVD,AUSTIN,TX,787564000,5124526479,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639350994,2,COOPER SHOES INC.,3857 SW LOOP 820,FORT WORTH,TX,761332076,8172920305,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821203324,2,HOUSTON PREMIER DME INC,817 E. SOUTHMORE AVE,PASADENA,TX,775021130,7134774200,,,,335E00000X,N,332B00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1982651261,2,CHAD EDWARD MASON,713 N TAYLOR ST,AMARILLO,TX,791075279,8063310350,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962685149,2,"ACME ORTHOPEDIC LABS, LLC",2411 NE LOOP 410 STE 112,SAN ANTONIO,TX,782176600,2106555227,,,,332B00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1922283175,2,ALTA WELLNESS LLC,7959 FREDERICKSBURG RD,SAN ANTONIO,TX,782293430,2106153668,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1487839510,2,"EMPICARE, INC.",907 EUREKA ST,WEATHERFORD,TX,760865880,8175988290,,,,332B00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1396840567,2,"O & P DESIGNS, INC.",618 CLARA BARTON BLVD STE 7,GARLAND,TX,750425731,9724871951,,,,335E00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1285613349,2,SALDINO PROSTHETICS & ORTHOTICS PLLC,4104 RICHMOND MDWS,TEXARKANA,TX,755030067,9038383668,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1407854854,2,SOUTH TEXAS PROSTHETICS INC,302 E NAKOMA ST,SAN ANTONIO,TX,782162732,2103771234,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275675035,2,"CALDWELL PROSTHETICS AND ORTHOTICS, LLC",330 INDUSTRIAL BLVD,MCKINNEY,TX,750697305,9725487707,,,,332BC3200X,N,332B00000X,N,335E00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,
1518145788,2,THE BRA SHOP,6231 OAKMONT BLVD,FORT WORTH,TX,761322812,8172630014,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811165988,2,LAMB'S CONTACT LENSES & ARTIFICIAL EYES,515 W BEAUREGARD AVE,SAN ANGELO,TX,769036360,3256558903,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194729129,2,"MEDICAL INTEREST, INC.",4319 MEDICAL DR,SAN ANTONIO,TX,782293325,2105930098,,,,335E00000X,N,332B00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1184719593,2,"C JB SUPPORT SOLUTIONS, L.L.C.",1232 BANDERA HWY,KERRVILLE,TX,780289640,8302570555,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225207848,2,FRANCHISEE OF FOOT SOLUTIONS,2100 DALLAS PKWY,PLANO,TX,750934363,9724737249,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134398753,2,FRANCHISEE OF FOOT SOLUTIONS,100 W SOUTHLAKE BLVD,SOUTHLAKE,TX,760926100,8174162266,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346410958,2,OUSLEY'S LIMB AND BRACE COMPANY,1017 SWANSON ST,HOUSTON,TX,770305011,7135242813,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861575086,2,"OPA 1, LTD",627 WINNIE ST,GALVESTON,TX,775505231,4097655300,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538343660,2,HELEN SLACK INC,3111 MIDWESTERN PKWY,WICHITA FALLS,TX,763082816,9406916111,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1497718225,2,"VALLEY MOBILITY PLUS, INC.",4614 N EXPRESSWAY,BROWNSVILLE,TX,785264146,9563506505,,,,335E00000X,N,332BC3200X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1508826199,2,"THE HOME HEALTH STORE OF TOMBALL, INC.",444 HOLDERRIETH BLVD,TOMBALL,TX,773754591,2813516216,,,,332BP3500X,N,332B00000X,N,332BC3200X,N,333600000X,N,335E00000X,N,332BX2000X,Y,,,,,,,,,,,,,,,,,,
1700925955,2,"MCCRORY'S PHARMACY, INC",6151 DEW DR,EL PASO,TX,799123909,9155819655,,,,3336C0004X,N,332B00000X,N,335E00000X,N,3336C0003X,Y,,,,,,,,,,,,,,,,,,,,,,
1184824807,2,"TWIN CITY ORTHOTICS & PROSTHETICS, LLC",4800 NE STALLINGS DR,NACOGDOCHES,TX,759651249,9366223832,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679748131,2,"NEAL'S PROSTHETICS, INC.",701 TURTLE CREEK DR,TYLER,TX,757011834,9035952229,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1295940500,2,WORK&REHAB LLC,4546 S 14TH ST,ABILENE,TX,796054737,3257959675,,,,332BC3200X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1679640122,2,FOOTPRINTS PODIATRIC MEDICINE & SURGERY,5282 MEDICAL DR STE 107,SAN ANTONIO,TX,782296023,2109491500,,,,335E00000X,N,332B00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1538327671,2,BALBO HEARING CLINIC,1717 SW H K DODGEN LOOP STE 118,TEMPLE,TX,765021848,2542982514,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912188392,2,VIRGIL W FAULKNER,2411 NE LOOP 410,SAN ANTONIO,TX,782176644,2106555227,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154506046,2,MOBILITY ORTHOTICS AND PROSTHETICS,5720 VALLEY ST,ALVARADO,TX,76009,8177832757,,,,332B00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1912011602,2,DARLA JO HANSON,4101 E 42ND ST,ODESSA,TX,797627239,4323661158,,,,332B00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1972771715,2,SUSAN K. PANZARELLA,9652 FM 1960 BYPASS RD W,HUMBLE,TX,773384039,2814467771,,,,332BP3500X,N,332BX2000X,N,335E00000X,N,332B00000X,Y,,,,,,,,,,,,,,,,,,,,,,
1689833352,2,WILLIAM STANTON ALLRED,311 WESTPARK WAY,EULESS,TX,760403902,8173547094,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1295888394,2,PROFESSIONAL PLAZA PHARMACY INC,1005 YORK DR,DESOTO,TX,751152083,9725721939,,,,332B00000X,N,335E00000X,N,3336C0003X,Y,,,,,,,,,,,,,,,,,,,,,,,,
1851567598,2,P&H MEDICAL SOLUTIONS,1509 OLD WEST 38TH ST STE 2,AUSTIN,TX,787316328,5124671300,,,,332BC3200X,N,335E00000X,N,332B00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,
1578548723,2,MICHELLE RANSOM-ROBINSON,1705 S FM 51,DECATUR,TX,762343645,9406263722,,,,332B00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1689857450,2,"WILSON PROSTHETICS CLINIC, LLC",2711 CARTWRIGHT RD,MISSOURI CITY,TX,774592602,2814030107,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811161367,2,BECKYS BEAUTY SUPPLY INC,125 E GALVESTON ST,LEAGUE CITY,TX,775733891,2813326407,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962675033,2,ABBA WIGS AND ALL CRANIAL NEEDS,1509 OLD WEST 38TH ST STE 2,AUSTIN,TX,787316328,5122938508,,,,332B00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1669634515,2,NEW LIFE BRACE & LIMB,250 BLOSSOM ST STE 200,WEBSTER,TX,775984243,2813165805,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1487740783,2,MEDICAL EDGE HEALTHCARE GROUP PA,4510 MEDICAL CENTER DR STE 312,MCKINNEY,TX,750691604,2145929955,,,,335E00000X,N,332B00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1366625790,2,HAIR SPECIALTY SUPPLY,5707 CIBOLO CANYON BLVD,SAN ANTONIO,TX,782612773,2103673800,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932363751,2,STEVEN G MCCULLOUGH,1120 MEDICAL DR,TYLER,TX,757012109,9035925900,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023191384,2,"OPA 1, LTD",7301 FANNIN ST STE B,HOUSTON,TX,770304807,7137970011,,,,335E00000X,N,332B00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1285717918,2,"OPA 1, LTD",25325 BOROUGH PARK DR STE 210,THE WOODLANDS,TX,773803564,2812968448,,,,332BC3200X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1639252869,2,"OPA 1, LTD",850 FM 1960 RD W STE H,HOUSTON,TX,770903413,2814443335,,,,332BC3200X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1447203369,2,"SYNERGY ORTHOTICS & PROSTHETICS, LLC",9301 N CENTRAL EXPY,DALLAS,TX,752315009,2142392970,,,,332B00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1467448936,2,SYNERGY ORTHOTICS AND PROSTHESTICS LLC,1220 N. COIT RD,PLANO,TX,750757757,9727698344,,,,332B00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1225293541,2,LONE STAR MEDICAL EQUIPMENT LTD,12903 AGENCY,SAN ANTONIO,TX,782473478,2108058540,,,,335E00000X,N,332B00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1114173309,2,"ORTHO 6, LP",850 FM 1960 RD W STE H,HOUSTON,TX,770903413,2814444713,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356388748,2,RUBY'S WIG SALON,1515 BINGLE RD,HOUSTON,TX,770553226,7134643767,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083861074,2,MACPHERSONS LTD,2325 S 77 SUNSHINESTRIP,HARLINGEN,TX,785508355,9564129100,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376674200,2,ORTHOPEDIC SOLUTIONS,105 N 7TH ST,JUNCTION,TX,768494639,3254468777,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1831371343,2,"PROSTHETIC AND ORTHOTIC PROFESSIONAL SERVICES, LLC",8449 W BELLFORT ST,HOUSTON,TX,770712248,7138187599,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750534236,2,OKIKO,1000 NORA LN,DESOTO,TX,751155466,9724151235,,,,331L00000X,N,332BD1200X,N,332BP3500X,N,332H00000X,N,3336H0001X,N,335E00000X,N,332B00000X,Y,,,,,,,,,,,,,,,,
1104987023,2,BARLIS COMPANY INC,6100 N 10TH ST STE H,MCALLEN,TX,785043240,9566619933,,,,335E00000X,N,332B00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1811934284,2,ORPRO INC,5604 SUMMERHILL ROAD,TEXARKANA,TX,755034650,9037940720,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1669651501,2,DEBRA K REID,103 NE FRONT ST,NEW BOSTON,TX,755702906,9036281360,,,,335E00000X,N,332B00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1134326614,2,BELT LINE MEDICAL SUPPLY,7989 BELT LINE RD,DALLAS,TX,752485734,3238689352,,,,335E00000X,N,332B00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1194822478,2,"MEDICINE CHEST MEDICAL SUPPLY, INC.",513 E GARLAND ST,GRAND SALINE,TX,751401984,9039624251,,,,332BP3500X,N,332BX2000X,N,335E00000X,N,332B00000X,Y,,,,,,,,,,,,,,,,,,,,,,
1255523122,2,"MEDICINE CHEST MEDICAL SUPPLY, INC.",623 W RUTHERFORD ST,MT VERNON,TX,754573105,9035373015,,,,332BP3500X,N,332BX2000X,N,335E00000X,N,332B00000X,Y,,,,,,,,,,,,,,,,,,,,,,
1972782373,2,"ADVANCED BIOMECHANICS, LLC",4818 SOUTH JACKSON ROAD,EDINBURG,TX,785396672,9569718200,,,,332B00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1861668535,2,"UZZIE MEDICAL SUPPLY,LLC",6250 WESTPARK DR,HOUSTON,TX,770577381,7132781603,,,,275N00000X,N,332BC3200X,N,332BD1200X,N,332BN1400X,N,332S00000X,N,335E00000X,N,332B00000X,Y,,,,,,,,,,,,,,,,
1528275252,2,"HAUSER ORTHOTICS & PROSTHETICS, INC",1719 11TH ST # 103,HUNTSVILLE,TX,773403722,9364361133,,,,332B00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1891930103,2,SAN ANTONIO ORTHOTICS CORPORATION,2222 MORGAN AVE,CORPUS CHRISTI,TX,784051948,2104969940,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1730287046,2,"HAUSER ORTHOTICS & PROSTHETICS, INC.",507 WACO ST,CONROE,TX,773012332,9364411133,,,,332B00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1780862664,2,ORTHOTICS PLUS LLC,2122 BABCOCK RD STE 102,SAN ANTONIO,TX,782294411,2106921111,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1447366869,2,"ROUND ROCK ORTHOTICS & PROSTHETICS, INC.",2911 MEDICAL ARTS ST,AUSTIN,TX,787053376,5123413700,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1689810434,2,OH SUSANNAH,1100 NW LOOP 410,SAN ANTONIO,TX,782132263,2103862296,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1417193152,2,CTXVHCS,1901 VETERANS MEMORIAL DR,TEMPLE,TX,765047451,2547432150,,,,224P00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1659518074,2,OH SUSANNAH,332 W SUNSET RD,SAN ANTONIO,TX,782091767,2103862296,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1447499116,2,THE WIG DOCTOR,115 GLACIER LN,CEDAR HILL,TX,751041364,2146228328,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1598906737,2,"HERMANN MEDICAL SUPPLIES II, INC",1314 FM 1960 RD W,HOUSTON,TX,770903809,2815801992,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861637704,2,"HANGER PROSTHETICS & ORTHOTICS, INC.",1527 BROWN ST,EL PASO,TX,799024736,9155770700,,,,332B00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1821222837,2,"STABILITY SOLUTIONS, LLC",108 S. ROBB,TRINITY,TX,75862,2143240090,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073756292,2,SPECIALTY PROSTHETIC & ORTHOTICS OF TEXAS,2222 WESTERN TRAILS BLVD,AUSTIN,TX,787451682,5128267830,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376570408,2,FOOT PAIN RELIEF STORE LLC,12406 TOEPPERWEIN RD,LIVE OAK,TX,782333230,2103268889,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922000140,2,"HENTZ MEDICAL, INC",900 HEMPHILL ST,FORT WORTH,TX,761043110,8178709194,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972738375,2,REX ANNE NUTT,100 CROSSROADS DR,KAUFMAN,TX,751423655,9729624168,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003081118,2,LINGRAY ENTERPRISES LLC,900 HEMPHILL ST,FORT WORTH,TX,761043170,8178709194,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063498442,2,HLS HOME MEDICAL EQUIPMENT LP,3207 W ALBERTA RD,EDINBURG,TX,785399635,9569928855,,,,335E00000X,N,332BP3500X,N,332BX2000X,N,332B00000X,Y,,,,,,,,,,,,,,,,,,,,,,
1992934053,2,"PROSTHETIC-ORTHOTIC ASSOCIATES OF EAST TEXAS, INC.",414 E LOOP 281,LONGVIEW,TX,756057930,9032342027,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679635130,2,PRESCOTT'S LIMBS & BRACES,158 E. SONTERRA BLVD,SAN ANTONIO,TX,782584097,2104960800,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1831299841,2,MEDICAL EDGE HEALTHCARE GROUP PA,4510 MEDICAL CENTER DR STE 304,MCKINNEY,TX,750691603,9728381635,,,,335E00000X,N,332B00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1881921450,2,TWIN CITY ORTHOTICS & PROSTHETICS OF WACO,6600 SANGER AVE,WACO,TX,767107814,2547510266,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215268248,2,"RIVER CITY ORTHOTICS AND PROSTHETICS, LLC",16607 BLANCO RD,SAN ANTONIO,TX,782321940,2104851844,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1558692863,2,"FOUNDATIONS FOOTWEAR, INC.",422 W RIVERSIDE DR,AUSTIN,TX,787041229,5129148338,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346476363,2,ADVANCE ODLING PROSTHETICS,1204 WALKER ROAD,MARLIN,TX,766610021,2548832003,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003061474,2,PLANO ALL ABOUT YOU SALON LLC,3115 W PARKER RD,PLANO,TX,750238137,9729854477,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538163183,2,"PEDIATRIC PROSTHETICS, INC",12926 WILLOW CHASE DR,HOUSTON,TX,770705641,2818971108,,,,335E00000X,N,225000000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1588647226,2,"UNITED REHAB SPECIALISTS, INC.",6807B WOODWAY DR,WACO,TX,767126146,2543990444,,,,332BC3200X,N,332BP3500X,N,335E00000X,N,332B00000X,Y,,,,,,,,,,,,,,,,,,,,,,
1336220607,2,"HEDGECOCK ARTIFICIAL LIMB CO., INC.",6500 GREENVILLE AVE,DALLAS,TX,752061014,2143609700,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1457385411,2,"CRUSADE INTEGRATED HEALTH SERVICES,LLC",10101 FONDREN RD STE 327,HOUSTON,TX,770965124,7137789468,,,,332BP3500X,N,335E00000X,N,332B00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,
1407171044,2,RAMOS PROSTHETICS & PEDORTHICS,8519 CALLAGHAN RD,SAN ANTONIO,TX,782304948,2103402181,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1689990475,2,"LARK MEDICAL, INC",14022 CLEARVIEW CT,FORNEY,TX,751267123,9725679265,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871596270,2,"ADVANCED ARM DYNAMICS OF TEXAS, LLC",3501 N MACARTHUR BLVD,IRVING,TX,750623636,2142603197,,,,225XH1200X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1164740650,2,FW MEDICAL SUPPLIES LLC,2 RAINTREE CT,MANSFIELD,TX,760634823,8174564348,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1588996706,2,MEDLEADER LLC,5010 CRENSHAW RD,PASADENA,TX,775053047,2819912200,,,,335E00000X,N,332B00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1699002006,2,OTTO BOCK ORTHOPEDIC SERVICES LLC,3440 BELL ST,AMARILLO,TX,791094142,8007368276,,,,332B00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1427385830,2,OTTO BOCK ORTHOPEDIC SERVICES LLC,6601 EVERHART RD,CORPUS CHRISTI,TX,784132200,8007368276,,,,332B00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1609103019,2,OTTO BOCK ORTHOPEDIC SERVICES,5460 BABCOCK RD,SAN ANTONIO,TX,782403901,8007368276,,,,332B00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1972751162,2,"OTTO BOCK HEALTHCARE, LP",3440 BELL ST,AMARILLO,TX,791094142,8063424762,,,,332B00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
