NPI,Entity Type Code,Provider Organization Name (Legal Business Name),Provider First Line Business Practice Location Address,City,State2,Provider Business Practice Location Address Postal Code,Provider Business Practice Location Address Telephone Number,Zip5,Address,taxonomy
1891074605,2,HANGER PROSTHETICS & ORTHOTICS EAST INC.,1151 HWY 35,MIDDLETOWN,NJ,07748,7329197774,07748,1151 HWY 35,335E00000X
1639458458,2,HANGER PROSTHETICS & ORTHOTICS EAST INC,1 WASHINGTON BLVD STE A,ROBBINSVILLE,NJ,08691,7329197774,08691,1 WASHINGTON BLVD,335E00000X
1609089523,2,"JEFFERSON PROSTHETIC & ORTHOTIC COMPANY, INC.",120 PROSPECT ST,SOUTH ORANGE,NJ,07079,9737620780,07079,120 PROSPECT ST,335E00000X
1013284124,2,"ORTHOTIC PROSTHETIC ASSOCIATES, INC.",2105 W COUNTY LINE RD,JACKSON,NJ,08527,7329059020,08527,2105 W COUNTY LINE RD,335E00000X
1548357759,2,"ORTHO CARE, INC",10 PROSPECT ST,WESTFIELD,NJ,07090,9082329910,07090,10 PROSPECT ST,335E00000X
1871853101,2,MODERN LIMB & BRACE CO INC,916 SOMERSET ST,WATCHUNG,NJ,07069,9087572702,07069,916 SOMERSET ST,335E00000X
1619228517,2,"NEXT STEP ORTHOPAEDICS, INC.",99 BEAUVOIR AVENUE,SUMMIT,NJ,07901,9737362244,07901,99 BEAUVOIR AVENUE,335E00000X
1487608311,2,MODERN LIMB & BRACE CO.,916 SOMERSET ST,WATCHUNG,NJ,07069,9087572702,07069,916 SOMERSET ST,335E00000X
1073951513,2,"BODY IN MOTION SPORTS & ORTHOPAEDICS, INC.",784 FRANKLIN AVE,FRANKLIN LAKES,NJ,07417,2018485656,07417,784 FRANKLIN AVE,335E00000X
1255765400,2,"ATLANTIC PROSTHETIC & ORTHOTIC SERVICES, INC.",376 EAST WHEAT ROAD,MINOTOLA,NJ,08341,8565351106,08341,376 EAST WHEAT ROAD,335E00000X
1659706992,2,"ATLANTIC PROSTHETIC & ORTHOTIC SERVICES, INC.",376 EAST WHEAT ROAD,VINELAND,NJ,08341,8565351106,08341,376 EAST WHEAT ROAD,335E00000X
1215920012,2,"MANFREDI SURGICAL & ORTHOPEDIC CO., INC.",749 HOPE RD,EATONTOWN,NJ,07724,7323800366,07724,749 HOPE RD,335E00000X
1689843815,2,"LORELEI ORTHOTICS & PROSTHETICS, INC.",63 LENOX AVE,MAYWOOD,NJ,07607,2012260138,07607,63 LENOX AVE,335E00000X
1215343975,2,ENGLAND ORTHOPEDICS,1002 COMMONS WAY,TOMS RIVER,NJ,08755,7327509310,08755,1002 COMMONS WAY,335E00000X
1396146387,2,ATLANTIC PROSTHETIC & ORTHOTIC,69 CLEMENTON RD,BERLIN,NJ,08009,6099276330,08009,69 CLEMENTON RD,335E00000X
1275911430,2,EAST COAST ORTHOTIC & PROSTHETIC CORP..,39 BROAD AVE,PALISADES PARK,NJ,07650,2019434448,07650,39 BROAD AVE,335E00000X
1104124635,2,"ORTHOCUSTOMS, LLC",330 COMMONS WAY,TOMS RIVER,NJ,08755,7325693991,08755,330 COMMONS WAY,335E00000X
1164727038,2,ORTHOPEDIC REHAB DESIGN,1 MERIDIAN RD,EATONTOWN,NJ,07724,7323835902,07724,1 MERIDIAN RD,335E00000X
1972046241,2,US ORTHO FITTING,1810 KENNEDY BLVD,JERSEY CITY,NJ,07305,2014322110,07305,1810 KENNEDY BLVD,335E00000X
1407368426,2,JOSEPH CHORBA JR TLC ORTHOTICS AND PROSTHETICS,163 ROUTE 130 STE D,BORDENTOWN,NJ,08505,6093796453,08505,163 ROUTE 130,224P00000X
1962404350,2,"GARDEN STATE ORTHOPAEDIC, INC.",95 MOUNT KEMBLE AVE,MORRISTOWN,NJ,07960,9735384948,07960,95 MOUNT KEMBLE AVE,335E00000X
1497825053,2,"MANFREDI SURGICAL & ORTHOPEDIC CO., INC.",201 HOOPER AVE STE 6,TOMS RIVER,NJ,08753,7322441952,08753,201 HOOPER AVE,335E00000X
1063586113,2,HANGER PROSTHETICS & ORTHOTICS INC,875 ROUTE 73 N STE G,MARLTON,NJ,08053,8563090709,08053,875 ROUTE 73 N,335E00000X
1023357530,2,"LIMBCARE,LLC",234 ERNSTON RD,PARLIN,NJ,08859,7327212273,08859,234 ERNSTON RD,335E00000X
1750844239,2,ADVANCE PROSTHETIC AND ORTHOTIC INC,111 DEAN DR,TENAFLY,NJ,07670,2013173442,07670,111 DEAN DR,224P00000X
1699849745,2,HANGER PROSTHETICS & ORTHOTICS EAST INC,1423 TILTON RD STE 3,NORTHFIELD,NJ,08225,6096538323,08225,1423 TILTON RD,335E00000X
1922172899,2,"HANGER PROSTHETICS & ORTHOTICS EAST, INC.",59 MAIN ST STE 111,WEST ORANGE,NJ,07052,9737360628,07052,59 MAIN ST,335E00000X
1194291575,2,"PHILADELPHIA ORTHOTICS AND PROSTHETICS, INC.",709 SOMERDALE ROAD,VOORHEES,NJ,08043,8564284201,08043,709 SOMERDALE ROAD,335E00000X
1639789340,2,SHANTISE MICHELLE CRANIAL PROSTHESIS,2816 MORRIS AVE STE 20B,UNION,NJ,07083,9739013640,07083,2816 MORRIS AVE,335E00000X
1922090950,2,"GARDEN STATE ORTHOPAEDIC CENTER, INC.",9 POST RD,OAKLAND,NJ,07436,2013375566,07436,9 POST RD,335E00000X
1861473696,2,"THE ORTHO REMEDY, INC.",522 ANDERSON AVE,CLIFFSIDE PARK,NJ,07010,2019433900,07010,522 ANDERSON AVE,335E00000X
1588649768,2,KESSLER ORTHOTIC AND PROSTHETIC INC,11 MICROLAB RD,LIVINGSTON,NJ,07039,9739929700,07039,11 MICROLAB RD,335E00000X
1134161557,2,PRECISION ORTHOTICS AND PROSTHETICS INC.,618 W ELIZABETH AVE,LINDEN,NJ,07036,9084868636,07036,618 W ELIZABETH AVE,335E00000X
1215941976,2,PROSTHETIC AMBULATION CENTER OF EXCELLENCE,522 ANDERSON AVE,CLIFFSIDE PARK,NJ,07010,2019433900,07010,522 ANDERSON AVE,261QA0900X
1952488470,2,PRO FIT PROSTHETICS AND ORTHOTICS LLC,901 ROUTE 168,TURNERSVILLE,NJ,08012,8563748006,08012,901 ROUTE 168,335E00000X
1467521021,2,SOMERSET PROSTHETICS AND ORTHOTICS INC,56 W UNION AVE,BOUND BROOK,NJ,08805,7325602830,08805,56 W UNION AVE,335E00000X
1336216126,2,ENGLAND ORTHOPEDIC INC.,239 AVENEL ST,AVENEL,NJ,07001,7327509310,07001,239 AVENEL ST,335E00000X
1831263706,2,HANGER PROSTHETICS & ORTHOTICS EAST INC,600 MEADOWLANDS PKWY,SECAUCUS,NJ,07094,2018648300,07094,600 MEADOWLANDS PKWY,335E00000X
1467502260,2,"NORTH JERSEY PROSTHETICS & ORTHOTICS, INC.",39 BROAD AVE,PALISADES PARK,NJ,07650,2019434448,07650,39 BROAD AVE,335E00000X
1790731701,2,OERTEL ORTHOPEDICS INC.,2095 ROUTE 22 W,UNION,NJ,07083,9086881818,07083,2095 ROUTE 22 W,335E00000X
1164593992,2,"NEXT STEP ORTHOPAEDICS, INC",331 MAIN ST,WEST ORANGE,NJ,07052,9737362244,07052,331 MAIN ST,335E00000X
1104315639,2,"NEXT STEP ORTHOPAEDICS, INC.",26 MADISON AVE STE 5,MORRISTOWN,NJ,07960,9737362244,07960,26 MADISON AVE,335E00000X
1992716880,2,"HANGER PROSTHETICS & ORTHOTICS EAST, INC.",140 N RTE 17 STE 115,PARAMUS,NJ,07652,2012259025,07652,140 N RTE 17,335E00000X
1659445526,2,HANGER PROSTHETICS & ORTHOTICS EAST INC,731 LACEY RD,FORKED RIVER,NJ,08731,7329197774,08731,731 LACEY RD,335E00000X
1740354612,2,HANGER PROSTHETICS & ORTHOTICS EAST INC,5100 BELMAR BLVD,FARMINGDALE,NJ,07727,7329197774,07727,5100 BELMAR BLVD,335E00000X
1760583173,2,"BODY IN MOTION SPORTS & ORTHOPAEDICS, INC",437 LAKEHURST RD,TOMS RIVER,NJ,08755,7322448700,08755,437 LAKEHURST RD,335E00000X
1891133021,2,"BODY IN MOTION SPORTS & ORTHOPAEDICS, INC.",766 SHREWSBURY AVE,TINTON FALLS,NJ,07724,7327476669,07724,766 SHREWSBURY AVE,335E00000X
1700017811,2,"BODY IN MOTION SPORTS & ORTHOPAEDICS, INC.",302 PROFESSIONAL VIEW DRIVE,FREEHOLD,NJ,07728,7327801122,07728,302 PROFESSIONAL VIEW DRIVE,335E00000X
1689748543,2,HANGER PROSTHETICS & ORTHOTICS EAST INC,265 FERNWOOD AVE,EDISON,NJ,08837,7324170480,08837,265 FERNWOOD AVE,335E00000X
1821248485,2,"ORTHOLOGIX, LLC",2301 EVESHAM ROAD,VOORHEES,NJ,08043,8566511510,08043,2301 EVESHAM ROAD,335E00000X
1407332794,2,ELITE ORTHOTICS & PROSTHETICS LLC,246 INDUSTRIAL WAY W,EATONTOWN,NJ,07724,7322367382,07724,246 INDUSTRIAL WAY W,335E00000X
1487325379,2,"ALLCARE ORTHOTIC & PROSTHETIC SERVICES, LLC",2186 ROUTE 27 STE 2A,NORTH BRUNSWICK,NJ,08902,9087909222,08902,2186 ROUTE 27,335E00000X
1144401092,2,"ALLCARE ORTHOTIC & PROSTHETIC SERVICES, LLC",2333 MORRIS AVE,UNION,NJ,07083,9087909222,07083,2333 MORRIS AVE,335E00000X
1679818652,2,"ALLCARE ORTHOTIC & PROSTHETIC SERVICES, LLC",50 ESSEX ST STE 7,ROCHELLE PARK,NJ,07662,2018806908,07662,50 ESSEX ST,335E00000X
1598288508,2,"ALLCARE ORTHOTIC & PROSTHETIC SERVICES, LLC",280 ROUTE 35 STE 404,RED BANK,NJ,07701,9087909222,07701,280 ROUTE 35,335E00000X
1023368800,2,SUNSHINE PROSTHETICS AND ORTHOTICS,1700 ROUTE 23,WAYNE,NJ,07470,9736968100,07470,1700 ROUTE 23,335E00000X
1427768274,2,BIONIC PROSTHETICS AND ORTHOTICS GROUP LLC,1950 RT 27 SUITE G,NORTH BRUNSWICK,NJ,08902,7329510112,08902,1950 RT 27,335E00000X
1336859180,2,BIONIC PROSTHETICS AND ORTHOTICS GROUP LLC,3575 QUAKERBRIDGE RD STE 204,HAMILTON,NJ,08619,6093935939,08619,3575 QUAKERBRIDGE RD,335E00000X
1427402064,2,"SYNERGY ORTHOPEDICS, LLC",901 MARLTON PIKE W,CHERRY HILL,NJ,08002,8562168003,08002,901 MARLTON PIKE W,335E00000X
1386652261,2,"ROTHMAN ORTHOPAEDICS OF NEW JERSEY, LLC",999 ROUTE 73 N,MARLTON,NJ,08053,8568216360,08053,999 ROUTE 73 N,335E00000X
1528276318,2,ALBUQUERQUE ORTHOTICS & PROSTHETICS,4909 ELLISON ST NE,ALBUQUERQUE,NM,87109,5053420333,87109,4909 ELLISON ST NE,335E00000X
1558581603,2,ROCKY MOUNTAIN ARTIFICIAL LIMB AND BRACE INC,307 S LAKE ST,FARMINGTON,NM,87401,5053260777,87401,307 S LAKE ST,335E00000X
1639488588,2,ESTETICA DE ELLA SALON (CRANIAL PROSTHESIS),2510 SAN MATEO PL NE,ALBUQUERQUE,NM,87110,5058303333,87110,2510 SAN MATEO PL NE,335E00000X
1316125214,2,SAMUEL WEISBERG PROSTHETICS LLC,1018 COAL AVE SE,ALBUQUERQUE,NM,87106,5052480303,87106,1018 COAL AVE SE,335E00000X
1235424177,2,"RELIANT PROSTHETICS SOUTHWEST, LLC",1300 COUNTRY CLUB RD,SANTA TERESA,NM,88008,5755893200,88008,1300 COUNTRY CLUB RD,335E00000X
1255440335,2,"JL ORTHOPEDIC SPECIALTIES, INC.",2467 S TELSHOR BLVD,LAS CRUCES,NM,88011,5755225773,88011,2467 S TELSHOR BLVD,335E00000X
1114002219,2,GALLUP LIMB AND BRACE CO INC,927 WEST AZTEC AVENUE,GALLUP,NM,87301,5057225756,87301,927 WEST AZTEC AVENUE,224P00000X
1972680593,2,RIO GRANDE ORTHOTICS AND PROSTHETICS,1691 GALISTEO ST,SANTA FE,NM,87505,5058202390,87505,1691 GALISTEO ST,335E00000X
1548679897,2,FUNCTIONAL ORTHOTICS & PROSTHETICS,5111 JUAN TABO BLVD NE STE A,ALBUQUERQUE,NM,87111,5052009004,87111,5111 JUAN TABO BLVD NE,335E00000X
1043603228,2,ORTHOPEDIC SERVICES-KIDS LLC,2465 BATAAN MEMORIAL W,LAS CRUCES,NM,88012,5755569568,88012,2465 BATAAN MEMORIAL W,335E00000X
1851766752,2,"PROSTHETIC ORTHOTIC SPECIALISTS, INC.",5095 ELLISON ST NE,ALBUQUERQUE,NM,87109,5052440404,87109,5095 ELLISON ST NE,335E00000X
1396756987,2,FOUR CORNERS ARTIFICIAL LIMB & BRACE,750 W ANIMAS ST,FARMINGTON,NM,87401,5053266305,87401,750 W ANIMAS ST,332B00000X
1740739218,2,ELITE PROSTHETICS,5095 ELLISON ST NE,ALBUQUERQUE,NM,87109,5055505290,87109,5095 ELLISON ST NE,335E00000X
1902883473,2,"PROSTHETIC ORTHOTIC SPECIALISTS, INC",5095 ELLISON ST NE,ALBUQUERQUE,NM,87109,5052440404,87109,5095 ELLISON ST NE,335E00000X
1831229145,2,HANGER PROSTHETICS & ORTHOTICS WEST INC,715 MARTIN LUTHER KING AVE NE STE 101,ALBUQUERQUE,NM,87102,5052249632,87102,715 MARTIN LUTHER KING AVE NE,335E00000X
1407920390,2,HANGER PROSTHETICS & ORTHOTICS WEST INC,3900 GEORGIA ST NE,ALBUQUERQUE,NM,87110,5058818245,87110,3900 GEORGIA ST NE,335E00000X
1225102114,2,HANGER PROSTHETICS & ORTHOTICS WEST INC,1904 WELLSPRING AVE SE STE 109,ALBUQUERQUE,NM,87124,5058986856,87124,1904 WELLSPRING AVE SE,335E00000X
1578009296,2,RIO GRANDE ORTHOTICS AND PROSTHETICS,1010 LEAD AVE SE,ALBUQUERQUE,NM,87106,5052470430,87106,1010 LEAD AVE SE,335E00000X
1316011208,2,HANGER PROSTHETICS & ORTHOTICS WEST INC,435 SAINT MICHAELS DR STE C,SANTA FE,NM,87505,5059885526,87505,435 SAINT MICHAELS DR,335E00000X
1831653831,2,RIO GRANDE ORTHOTICS AND PROSTHETICS,4824 MCMAHON BLVD NW STE 112,ALBUQUERQUE,NM,87114,5055085996,87114,4824 MCMAHON BLVD NW,335E00000X
1700347358,2,CAPITOL ORTHOPEDIC INC,401 ALVARADO DR SE STE C,ALBUQUERQUE,NM,87108,9133698734,87108,401 ALVARADO DR SE,335E00000X
1639421860,2,HANGER PROSTHETICS & ORTHOTICS WEST INC,1660 S SECOND ST,GALLUP,NM,87301,5057222532,87301,1660 S SECOND ST,335E00000X
1881699031,2,"NEW MEXICO PROSTHETIC-ORTHOTIC CENTER, INC",2515 N KENTUCKY AVE,ROSWELL,NM,88201,5056230344,88201,2515 N KENTUCKY AVE,335E00000X
1265684799,2,"HANGER PROSTHETICS & ORTHOTICS WEST, INC.",313 W COUNTRY CLUB RD STE 14,ROSWELL,NM,88201,5756221554,88201,313 W COUNTRY CLUB RD,335E00000X
1366034647,2,INTEGRITY ORTHOTICS AND PROSTHETICS LLC,221 STATE HIGHWAY 165 STE F,PLACITAS,NM,87043,5054373900,87043,221 STATE HIGHWAY 165,222Z00000X
1982701264,2,"HANGER PROSTHETICS & ORTHOTICS WEST, INC.",1398 WEIMER RD STE 102,TAOS,NM,87571,5057370217,87571,1398 WEIMER RD,335E00000X
1801100474,2,"HANGER PROSTHETICS & ORTHOTICS WEST, INC.",2300 E 30TH ST STE B104,FARMINGTON,NM,87401,5053272199,87401,2300 E 30TH ST,335E00000X
1598839482,2,HANGER PROSTHETICS & ORTHOTICS WEST INC,1175 COMMERCE DR STE B,LAS CRUCES,NM,88001,5752491838,88001,1175 COMMERCE DR,335E00000X
1881771491,2,"SANDERS ORTHOPEDIC BRACE & LIMB, LLC",2522 W PIERCE ST,CARLSBAD,NM,88220,5752341726,88220,2522 W PIERCE ST,335E00000X
1285290437,2,ACTIVE LIFE ORTHOTICS AND PROSTHETICS CORP.,2515 N KENTUCKY AVE,ROSWELL,NM,88201,5052661700,88201,2515 N KENTUCKY AVE,335E00000X
1528506821,2,ACTIVE LIFE ORTHOTICS AND PROSTHETICS CORP.,8380 CERRILLOS RD STE 304,SANTA FE,NM,87507,5055107171,87507,8380 CERRILLOS RD,335E00000X
1891354197,2,ACTIVE LIFE ORTHOTICS AND PROSTHETICS CORP,124 ALVARADO DR SE,ALBUQUERQUE,NM,87108,5052661700,87108,124 ALVARADO DR SE,335E00000X
1427258433,2,ADVANCED ORTHOTCICS AND PROSTHICS TECHNOLOGIES LLC,2050 EAST MAIN ST. SUITE 2,CORTLANDT,NY,10567,9144202032,10567,2050 EAST MAIN ST,335E00000X
1396938775,2,PROGRESSIVE ORTHOTICS LTD,285 SILLS RD,PATCHOGUE,NY,11772,6314473860,11772,285 SILLS RD,335E00000X
1982608493,2,"EASTSIDE ORTHOTICS AND PROSTHETICS, INC.",622 W 168TH ST,NEW YORK,NY,10032,2123053275,10032,622 W 168TH ST,335E00000X
1275620049,2,PROSTHETICS BY NELSON,60 PROFESSIONAL PKWY,LOCKPORT,NY,14094,7164335700,14094,60 PROFESSIONAL PKWY,335E00000X
1801076815,2,KLEMMT ORTHO & PROST. INC.,130 OAKDALE RD,JOHNSON CITY,NY,13790,6077704400,13790,130 OAKDALE RD,335E00000X
1962683144,2,FAIRCHILD PEDORTHOTIC/ORTHOTIC SERVICES LLC,477 STATE ST,BINGHAMTON,NY,13901,6073480343,13901,477 STATE ST,335E00000X
1922188176,2,"CREATIVE ORTHOTICS & PROSTHETICS, INC.",100 JOHN ROEMMELT DR,HORSEHEADS,NY,14845,6077965906,14845,100 JOHN ROEMMELT DR,335E00000X
1093890832,2,NEW YORK ORTHOTIC AND PROSTHETIC,"67 IRVING PL, SOUTH",NEW YORK,NY,10003,2126736267,10003,67 IRVING PL,335E00000X
1508944885,2,NEW YORK ORTHOTIC AND PROSTHETIC,505 NORTHERN BLVD,GREAT NECK,NY,11021,5164666751,11021,505 NORTHERN BLVD,335E00000X
1922171156,2,WB NEUFELD ORTHOPEDIC SHOE CLINIC INC,90 03 JAMAICA AVE,WOODHAVEN,NY,11421,7188478000,11421,90 03 JAMAICA AVE,332B00000X
1174791131,2,"ADVANCED ORTHOTICS AND PROSTHETICS, LLC",1182 TROY SCHENECTADY RD,LATHAM,NY,12110,5187860687,12110,1182 TROY SCHENECTADY RD,335E00000X
1891964029,2,"LORELEI ORTHOTICS & PROSTHETICS, INC.",200 VETERANS RD,YORKTOWN HEIGHTS,NY,10598,9149623814,10598,200 VETERANS RD,335E00000X
1699865147,2,ORTHOTICS & PROSTHETICS TECHNOLOGIES CORP,2 AURA DR,VALLEY COTTAGE,NY,10989,8453581956,10989,2 AURA DR,335E00000X
1003002973,2,"BUFFALO ORTHOPEDIC BRACE, INC.",6140 TRANSIT RD,DEPEW,NY,14043,7166811000,14043,6140 TRANSIT RD,335E00000X
1952489163,2,PROGRESSIVE ORTHOTICS LTD,280 MIDDLE COUNTRY RD STE G,SELDEN,NY,11784,6317325556,11784,280 MIDDLE COUNTRY RD,335E00000X
1659383032,2,"PROSTHETIC PROFESSIONALS, INC.",355 OVINGTON AVE,BROOKLYN,NY,11209,7187484880,11209,355 OVINGTON AVE,335E00000X
1649384447,2,CARE ORTHOTICS & PROSTHETICS INC.,8776 BAY PKWY,BROOKLYN,NY,11214,7182653037,11214,8776 BAY PKWY,335E00000X
1568466068,2,EASTSIDE ORTHOTICS & PROSTHETICS INC,388 WESTCHESTER AVE,PORT CHESTER,NY,10573,9149351185,10573,388 WESTCHESTER AVE,335E00000X
1003979170,2,A AND B PROSTHETICS AND ORTHOTICS INC,2876 MILBURN AVENUE,BALDWIN,NY,11510,5163783155,11510,2876 MILBURN AVENUE,335E00000X
1053572990,2,ORTHOMECHANICS,55 CHERRY LN,SYOSSET,NY,11791,5165811983,11791,55 CHERRY LN,335E00000X
1023175981,2,MET ISLE PROSTHETICS AND ORTHOTICS,49 CHESTNUT STREET,LYNBROOK,NY,11563,5165964204,11563,49 CHESTNUT STREET,224P00000X
1073580759,2,"ADVANCED ORTHOTICS & PROSTHETICS , LLC",950 HOOSICK RD,TROY,NY,12180,5182794422,12180,950 HOOSICK RD,335E00000X
1053575431,2,GENERAL ORTHOPEDIC INC,1659 CENTRAL AVE,ALBANY,NY,12205,5188690021,12205,1659 CENTRAL AVE,335E00000X
1205036142,2,"PERFORMANCE ORTHOPEDIC DESIGN, LLC",7 OLD MILITARY RD,LAKE PLACID,NY,12946,5185232419,12946,7 OLD MILITARY RD,335E00000X
1619903044,2,TMR ORTHOTIC & PROSTHETIC SERVICES INC.,2418 DITMARS BLVD,ASTORIA,NY,11105,7187268477,11105,2418 DITMARS BLVD,335E00000X
1477631646,2,TONAWANDA LIMB & BRACE INC,545 DELAWARE STREET,TONAWANDA,NY,14150,7166951131,14150,545 DELAWARE STREET,224P00000X
1972754380,2,CAPITAL DISTRICT ORTHOTIC GROUP,1540 CENTRAL AVE,ALBANY,NY,12205,5186086852,12205,1540 CENTRAL AVE,335E00000X
1316970411,2,"SYRACUSE ORTHOTICS, INC.",6701 MANLIUS CENTER RD,EAST SYRACUSE,NY,13057,3154319400,13057,6701 MANLIUS CENTER RD,335E00000X
1346420742,2,PROSTHETIC HOME SERVICES INC,10654 MAIN ST,CLARENCE,NY,14031,7167599111,14031,10654 MAIN ST,335E00000X
1538163563,2,"AMKEN ORTHOPEDICS, INC.",299 DUFFY AVE,HICKSVILLE,NY,11801,5169339255,11801,299 DUFFY AVE,335E00000X
1871717991,2,"PRECISION ORTHOTICS & PROSTHETICS, INC",303 FIFTH AVENUE,NEW YORK,NY,10016,2122136226,10016,303 FIFTH AVENUE,335E00000X
1083880900,2,ADVANCED PROSTHETIC DESIGN LLC,1401 STONE RD,ROCHESTER,NY,14615,5856635860,14615,1401 STONE RD,335E00000X
1871732826,2,"NEW YORK ORTHOTIC & PROSTHETIC ASSOCIATES, LLC",810 JERICHO TPKE,NEW HYDE PARK,NY,11040,5162161888,11040,810 JERICHO TPKE,335E00000X
1497902746,2,BYPASS ORTHOTIC AND PROSTHETIC CORP,111 SMITHTOWN BYP,HAUPPAUGE,NY,11788,6314067716,11788,111 SMITHTOWN BYP,335E00000X
1366472490,2,"AMKEN ORTHOPEDICS, INC.",120 E MAIN ST,PATCHOGUE,NY,11772,8009528222,11772,120 E MAIN ST,335E00000X
1568498251,2,"AMKEN ORTHOPEDICS, INC.",305 E 86TH ST,NEW YORK,NY,10028,8009528222,10028,305 E 86TH ST,335E00000X
1134159262,2,"AMKEN ORTHOPEDICS, INC.",7902 BAY PKWY,BROOKLYN,NY,11214,8009528222,11214,7902 BAY PKWY,335E00000X
1609018225,2,"AMERICAN HAND PROSTHETICS, INC.",251 E 32ND ST,NEW YORK,NY,10016,2125323873,10016,251 E 32ND ST,335E00000X
1336324086,2,"KONRAD PROSTHETICS AND ORTHOTICS, INC",475 FULTON AVE,HEMPSTEAD,NY,11550,5162921180,11550,475 FULTON AVE,332B00000X
1366685372,2,"PREMIER ORTHOPEDIC SUPPLY, INC.",169 COMMACK RD,COMMACK,NY,11725,6318315343,11725,169 COMMACK RD,335E00000X
1578565719,2,SYRACUSE PROSTHETIC CENTER,1124 E FAYETTE ST,SYRACUSE,NY,13210,3154769697,13210,1124 E FAYETTE ST,335E00000X
1467482588,2,"AMKEN ORTHOPEDICS, INC.",1120 MORRIS PARK AVE,BRONX,NY,10461,7188632277,10461,1120 MORRIS PARK AVE,335E00000X
1902950512,2,SCAGLIONE PROSTHETICS INC,514 BROAD ST,UTICA,NY,13501,3157938331,13501,514 BROAD ST,335E00000X
1871683003,2,"CREATIVE ORTHOTICS & PROSTHETICS, INC.",310 TAUGHANNOCK BLVD,ITHACA,NY,14850,6072776620,14850,310 TAUGHANNOCK BLVD,335E00000X
1477633618,2,"CREATIVE ORTHOTICS & PROSTHETICS, INC.",510 PRE EMPTION RD,GENEVA,NY,14456,3157815173,14456,510 PRE EMPTION RD,335E00000X
1235219478,2,"CREATIVE ORTHOTICS & PROSTHETICS, INC.",6 RHOADS DR,UTICA,NY,13502,3157330105,13502,6 RHOADS DR,335E00000X
1942431853,2,"STRIDE ORTHOTICS & PROSTHETICS, INC.",44 ORISKANY BLVD,YORKVILLE,NY,13495,3157360161,13495,44 ORISKANY BLVD,335E00000X
1144389404,2,TRUE DESIGN PROSTHETICS & ORTHOTICS INC.,70 SMART AVE,YONKERS,NY,10704,9149681370,10704,70 SMART AVE,335E00000X
1952414195,2,BERGMAN ORTHOTIC & PROSTHEIC LLC,5901 69TH ST,MASPETH,NY,11378,7186396771,11378,5901 69TH ST,335E00000X
1316018021,2,ALLIED ORTHOPEDIC APPLIANCES INC.,37 W MAIN ST,FREDONIA,NY,14063,7166724704,14063,37 W MAIN ST,332B00000X
1457681652,2,COMPLETE ORTHOPEDIC SERVICES INC,5713 MAIN ST,FLUSHING,NY,11355,7183210407,11355,5713 MAIN ST,332B00000X
1255409462,2,HANGER PROSTHETICS & ORTHOTICS EAST INC,37 W GARDEN ST,AUBURN,NY,13021,3152537289,13021,37 W GARDEN ST,335E00000X
1891095873,2,"ARTISAN ORTHOTIC & PROSTHETIC SERVICES, INC.",3 E 115TH ST,NEW YORK,NY,10029,6464102001,10029,3 E 115TH ST,335E00000X
1467635433,2,GREATER ROCHESTER PROSTHETICS & ORTHOTICS INC,1576 LONG POND RD,ROCHESTER,NY,14626,5854367550,14626,1576 LONG POND RD,335E00000X
1134423312,2,"ADVANCED ORTHOPEDIC EQUIPMENT, INC.",8931 161ST ST,JAMAICA,NY,11432,7182916161,11432,8931 161ST ST,332BC3200X
1790715837,2,"AMKEN ORTHOPEDICS, INC.",211 AIRPORT EXECUTIVE PARK,NANUET,NY,10954,8453569357,10954,211 AIRPORT EXECUTIVE PARK,335E00000X
1356490536,2,G F H ORTHOTIC AND PROSTHETIC LABORATORIES INC,161 KEYLAND CT,BOHEMIA,NY,11716,6314673725,11716,161 KEYLAND CT,224P00000X
1861690026,2,A STEP AHEAD PROSTHETICS & ORTHOTICS,132 NEWBRIDGE RD,HICKSVILLE,NY,11801,5166813484,11801,132 NEWBRIDGE RD,335E00000X
1033292040,2,ALLIED ORTHOPEDIC APPLIANCES INC,512 W 3RD ST STE 1,JAMESTOWN,NY,14701,7166645092,14701,512 W 3RD ST,332BX2000X
1659458040,2,"ESCHEN PROSTHETIC & ORTHOTIC LABORATORIES, INC.",510 E 73RD ST,NEW YORK,NY,10021,2126061262,10021,510 E 73RD ST,335E00000X
1992840771,2,SOBEL ORTHOTICS AND SHOES INC,40 SUNSET RIDGE RD,NEW PALTZ,NY,12561,8452555717,12561,40 SUNSET RIDGE RD,222Z00000X
1437436649,2,MARK E GOLDBERG PROSTHETIC & ORTHOTIC LABS OF LONG ISLAND LTD,2545 HEMPSTEAD TPKE,EAST MEADOW,NY,11554,6316896606,11554,2545 HEMPSTEAD TPKE,335E00000X
1982645289,2,"NEW ENGLAND ORTHOTIC AND PROSTHETIC SYSTEMS, LLC",800 NORTHERN BLVD,GREAT NECK,NY,11021,5168296188,11021,800 NORTHERN BLVD,335E00000X
1407115553,2,"INTERNATIONAL ORTHOPEDICS, INC.",37 E JERICHO TPKE,MINEOLA,NY,11501,5162794565,11501,37 E JERICHO TPKE,335E00000X
1497743983,2,"ENABLE ORTHOTICS & PROSTHETICS, LLC.",521 E. WASHINGTON STREET,SYRACUSE,NY,13202,3157015712,13202,521 E WASHINGTON STREET,335E00000X
1538315403,2,CENTER FOR PROSTHETICS AND,5650 MOSHOLU AVE,BRONX,NY,10471,9147156010,10471,5650 MOSHOLU AVE,222Z00000X
